frgn_seln_vol,frgn_shnu_vol,frgn_ntby_qty,frgn_seln_tr_pbmn,frgn_shnu_tr_pbmn,frgn_ntby_tr_pbmn,orgn_seln_vol,orgn_shnu_vol,orgn_ntby_qty,orgn_seln_tr_pbmn,orgn_shnu_tr_pbmn,orgn_ntby_tr_pbmn,code,trade_date,collection_time
759550,762710,3160,310085,309164,-922,27943,25156,-2787,12335,7441,-4894,options,2025-06-05,16:41:05
