frgn_seln_vol,frgn_shnu_vol,frgn_ntby_qty,frgn_seln_tr_pbmn,frgn_shnu_tr_pbmn,frgn_ntby_tr_pbmn,prsn_seln_vol,prsn_shnu_vol,prsn_ntby_qty,prsn_seln_tr_pbmn,prsn_shnu_tr_pbmn,prsn_ntby_tr_pbmn,orgn_seln_vol,orgn_shnu_vol,orgn_ntby_qty,orgn_seln_tr_pbmn,orgn_shnu_tr_pbmn,orgn_ntby_tr_pbmn,scrt_seln_vol,scrt_shnu_vol,scrt_ntby_qty,scrt_seln_tr_pbmn,scrt_shnu_tr_pbmn,scrt_ntby_tr_pbmn,ivtr_seln_vol,ivtr_shnu_vol,ivtr_ntby_qty,ivtr_seln_tr_pbmn,ivtr_shnu_tr_pbmn,ivtr_ntby_tr_pbmn,pe_fund_seln_tr_pbmn,pe_fund_seln_vol,pe_fund_ntby_vol,pe_fund_shnu_tr_pbmn,pe_fund_shnu_vol,pe_fund_ntby_tr_pbmn,bank_seln_vol,bank_shnu_vol,bank_ntby_qty,bank_seln_tr_pbmn,bank_shnu_tr_pbmn,bank_ntby_tr_pbmn,insu_seln_vol,insu_shnu_vol,insu_ntby_qty,insu_seln_tr_pbmn,insu_shnu_tr_pbmn,insu_ntby_tr_pbmn,mrbn_seln_vol,mrbn_shnu_vol,mrbn_ntby_qty,mrbn_seln_tr_pbmn,mrbn_shnu_tr_pbmn,mrbn_ntby_tr_pbmn,fund_seln_vol,fund_shnu_vol,fund_ntby_qty,fund_seln_tr_pbmn,fund_shnu_tr_pbmn,fund_ntby_tr_pbmn,etc_orgt_seln_vol,etc_orgt_shnu_vol,etc_orgt_ntby_vol,etc_orgt_seln_tr_pbmn,etc_orgt_shnu_tr_pbmn,etc_orgt_ntby_tr_pbmn,etc_corp_seln_vol,etc_corp_shnu_vol,etc_corp_ntby_vol,etc_corp_seln_tr_pbmn,etc_corp_shnu_tr_pbmn,etc_corp_ntby_tr_pbmn,code,collection_date,collection_time,collection_datetime
759550,762710,3160,310085,309164,-922,236744,236119,-625,100803,105655,4851,27943,25156,-2787,12335,7441,-4894,27260,25137,-2123,12136,7342,-4794,682,17,-665,199,90,-108,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8710,8962,252,3393,4356,964,options,2025-06-06,16:14:25,2025-06-06 16:14:25
