futs_prdy_vrss,futs_prdy_ctrt,futs_prdy_clpr,acml_vol,acml_tr_pbmn,futs_prpr,prdy_vol,futs_mxpr,futs_llam,futs_oprc,futs_hgpr,futs_lwpr,futs_prdy_oprc,futs_prdy_hgpr,futs_prdy_lwpr,futs_askp,futs_bidp,kospi200_nmix,hts_otst_stpl_qty,otst_stpl_qty_icdc,tday_rltv,hts_thpr,dprt,stck_bsop_date,code,trade_date,collection_time
0.00,0.00,0.00,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,9999.99,2025-06-07,309DYW320,2025-06-05,20:35:43
