stck_bsop_date,futs_prpr,futs_oprc,futs_hgpr,futs_lwpr,acml_vol,acml_tr_pbmn,mod_yn,code,trade_date,collection_time
2025-06-05,45.0,45.0,45.0,45.0,0,0,Y,2AF97W325,2025-06-05,20:35:43
2025-06-04,34.85,34.85,34.85,34.85,0,0,Y,2AF97W325,2025-06-05,20:35:43
2025-06-02,34.8,34.8,34.8,34.8,0,0,Y,2AF97W325,2025-06-05,20:35:43
