stck_bsop_date,futs_prpr,futs_oprc,futs_hgpr,futs_lwpr,acml_vol,acml_tr_pbmn,mod_yn,hts_otst_stpl_qty,otst_stpl_qty_icdc,code,trade_date,collection_time
2025-01-22,18.3,18.3,18.3,18.3,0,0,N,18,1,104W06,2025-06-05,19:28:20
2025-01-23,17.65,17.65,17.65,17.65,0,0,N,18,1,104W06,2025-06-05,19:28:20
2025-01-24,17.8,17.8,17.8,17.8,0,0,N,18,1,104W06,2025-06-05,19:28:20
2025-01-31,17.95,17.95,17.95,17.95,0,0,N,18,1,104W06,2025-06-05,19:28:20
2025-02-03,18.8,18.8,18.8,18.8,0,0,N,18,1,104W06,2025-06-05,19:28:20
2025-02-04,22.1,22.1,22.1,22.1,0,0,N,18,1,104W06,2025-06-05,19:28:20
2025-02-05,20.9,20.9,20.9,20.9,0,0,N,18,1,104W06,2025-06-05,19:28:20
2025-02-06,20.05,20.05,20.05,20.05,0,0,N,18,1,104W06,2025-06-05,19:28:20
2025-02-07,19.1,19.1,19.1,19.1,0,0,N,18,1,104W06,2025-06-05,19:28:20
2025-02-10,19.3,19.3,19.3,19.3,0,0,N,18,1,104W06,2025-06-05,19:28:20
2025-02-11,19.95,19.95,19.95,19.95,0,0,N,18,1,104W06,2025-06-05,19:28:20
2025-02-12,19.3,19.3,19.3,19.3,0,0,N,18,1,104W06,2025-06-05,19:28:20
2025-02-13,18.8,18.8,18.8,18.8,0,0,N,18,1,104W06,2025-06-05,19:28:20
