acpr,unch_prpr,optn_shrn_iscd,optn_prpr,optn_prdy_vrss,prdy_vrss_sign,optn_prdy_ctrt,optn_bidp,optn_askp,tmvl_val,nmix_sdpr,acml_vol,seln_rsqn,shnu_rsqn,acml_tr_pbmn,hts_otst_stpl_qty,otst_stpl_qty_icdc,delta_val,gama,vega,theta,rho,hts_ints_vltl,invl_val,esdg,dprt,hist_vltl,hts_thpr,optn_oprc,optn_hgpr,optn_lwpr,optn_mxpr,optn_llam,atm_cls_name,rgbf_vrss_icdc,total_askp_rsqn,total_bidp_rsqn,futs_antc_cnpr,futs_antc_cntg_vrss,antc_cntg_vrss_sign,antc_cntg_prdy_ctrt,code,trade_date,collection_time
520.0,3883.43,201W06520,0.01,0.0,3,0.0,0.0,0.01,0.01,0.01,2,67,0,5,1273,0,0.0,0.0,0.0,-0.0,0.0,73.8501,0.0,0.01,9999.99,23.6987,0.0,0.01,0.01,0.01,3.91,0.01,OTM,0,86,0,0.0,0.0,0,0.0,202506_call,2025-06-05,19:28:20
517.5,3864.76,201W06517,0.01,0.0,3,0.0,0.0,0.0,0.01,0.01,0,0,0,0,31,0,0.0,0.0,0.0,-0.0,0.0,72.8471,0.0,0.01,9999.99,23.6987,0.0,0.0,0.0,0.0,4.06,0.01,OTM,0,0,0,0.0,0.0,0,0.0,202506_call,2025-06-05,19:28:20
515.0,3846.09,201W06515,0.01,0.0,3,0.0,0.0,0.01,0.01,0.01,0,7,0,0,354,0,0.0,0.0,0.0,-0.0,0.0,71.8379,0.0,0.01,9999.99,23.6987,0.0,0.0,0.0,0.0,4.28,0.01,OTM,0,7,0,0.0,0.0,0,0.0,202506_call,2025-06-05,19:28:20
512.5,3827.42,201W06512,0.01,0.0,3,0.0,0.0,0.01,0.01,0.01,0,1,0,0,12,0,0.0,0.0,0.0,-0.0,0.0,70.8223,0.0,0.01,9999.99,23.6987,0.0,0.0,0.0,0.0,4.55,0.01,OTM,0,1,0,0.0,0.0,0,0.0,202506_call,2025-06-05,19:28:20
510.0,3808.75,201W06510,0.01,0.0,3,0.0,0.0,0.01,0.01,0.01,0,2,0,0,102,0,0.0,0.0,0.0,-0.0,0.0,69.8003,0.0,0.01,9999.99,23.6987,0.0,0.0,0.0,0.0,4.82,0.01,OTM,0,2,0,0.0,0.0,0,0.0,202506_call,2025-06-05,19:28:20
507.5,3790.08,201W06507,0.01,0.0,3,0.0,0.0,0.0,0.01,0.01,0,0,0,0,10,0,0.0,0.0,0.0,-0.0,0.0,68.7718,0.0,0.01,9999.99,23.6987,0.0,0.0,0.0,0.0,5.09,0.01,OTM,0,0,0,0.0,0.0,0,0.0,202506_call,2025-06-05,19:28:20
505.0,3771.41,201W06505,0.01,0.0,3,0.0,0.0,0.0,0.01,0.01,0,0,0,0,24,0,0.0,0.0,0.0,-0.0,0.0,67.7366,0.0,0.01,9999.99,23.6987,0.0,0.0,0.0,0.0,5.35,0.01,OTM,0,0,0,0.0,0.0,0,0.0,202506_call,2025-06-05,19:28:20
502.5,3752.74,201W06502,0.01,0.0,3,0.0,0.0,0.0,0.01,0.01,0,0,0,0,12,0,0.0,0.0,0.0,-0.0,0.0,66.6948,0.0,0.01,9999.99,23.6987,0.0,0.0,0.0,0.0,5.62,0.01,OTM,0,0,0,0.0,0.0,0,0.0,202506_call,2025-06-05,19:28:20
500.0,3734.07,201W06500,0.01,0.0,3,0.0,0.0,0.01,0.01,0.01,0,4,0,0,878,0,0.0,0.0,0.0,-0.0,0.0,65.6461,0.0,0.01,9999.99,23.6987,0.0,0.0,0.0,0.0,5.89,0.01,OTM,0,5,0,0.0,0.0,0,0.0,202506_call,2025-06-05,19:28:20
497.5,3715.4,201W06497,0.01,0.0,3,0.0,0.0,0.01,0.01,0.01,0,17,0,0,25,0,0.0,0.0,0.0,-0.0,0.0,64.5905,0.0,0.01,9999.99,23.6987,0.0,0.0,0.0,0.0,5.75,0.01,OTM,0,17,0,0.0,0.0,0,0.0,202506_call,2025-06-05,19:28:20
495.0,3696.72,201W06495,0.01,0.0,3,0.0,0.0,0.01,0.01,0.01,0,1,0,0,31,0,0.0,0.0,0.0,-0.0,0.0,63.5278,0.0,0.01,9999.99,23.6987,0.0,0.0,0.0,0.0,5.61,0.01,OTM,0,1,0,0.0,0.0,0,0.0,202506_call,2025-06-05,19:28:20
492.5,3678.05,201W06492,0.01,0.0,3,0.0,0.0,0.0,0.01,0.01,0,0,0,0,6,0,0.0,0.0,0.0,-0.0,0.0,62.458,0.0,0.01,9999.99,23.6987,0.0,0.0,0.0,0.0,5.47,0.01,OTM,0,0,0,0.0,0.0,0,0.0,202506_call,2025-06-05,19:28:20
490.0,3659.38,201W06490,0.01,0.0,3,0.0,0.0,0.01,0.01,0.01,0,1,0,0,50,0,0.0,0.0,0.0,-0.0,0.0,61.381,0.0,0.01,9999.99,23.6987,0.0,0.0,0.0,0.0,5.33,0.01,OTM,0,1,0,0.0,0.0,0,0.0,202506_call,2025-06-05,19:28:20
487.5,3640.71,201W06487,0.01,0.0,3,0.0,0.0,0.0,0.01,0.01,0,0,0,0,24,0,0.0,0.0,0.0,-0.0,0.0,60.2965,0.0,0.01,9999.99,23.6987,0.0,0.0,0.0,0.0,5.2,0.01,OTM,0,0,0,0.0,0.0,0,0.0,202506_call,2025-06-05,19:28:20
485.0,3622.04,201W06485,0.01,0.0,3,0.0,0.0,0.0,0.01,0.01,0,0,0,0,25,0,0.0,0.0,0.0,-0.0,0.0,59.2046,0.0,0.01,9999.99,23.6987,0.0,0.0,0.0,0.0,5.06,0.01,OTM,0,0,0,0.0,0.0,0,0.0,202506_call,2025-06-05,19:28:20
482.5,3603.37,201W06482,0.01,0.0,3,0.0,0.0,0.0,0.01,0.01,0,0,0,0,11,0,0.0,0.0,0.0,-0.0,0.0,58.105,0.0,0.01,9999.99,23.6987,0.0,0.0,0.0,0.0,5.03,0.01,OTM,0,0,0,0.0,0.0,0,0.0,202506_call,2025-06-05,19:28:20
480.0,3584.7,201W06480,0.01,0.0,3,0.0,0.0,0.01,0.01,0.01,0,2,0,0,120,0,0.0,0.0,0.0,-0.0,0.0,56.9976,0.0,0.01,9999.99,23.6987,0.0,0.0,0.0,0.0,4.99,0.01,OTM,0,3,0,0.0,0.0,0,0.0,202506_call,2025-06-05,19:28:20
477.5,3566.03,201W06477,0.01,0.0,3,0.0,0.0,0.0,0.01,0.01,0,0,0,0,20,0,0.0,0.0,0.0,-0.0,0.0,55.8824,0.0,0.01,9999.99,23.6987,0.0,0.0,0.0,0.0,5.04,0.01,OTM,0,0,0,0.0,0.0,0,0.0,202506_call,2025-06-05,19:28:20
475.0,3547.36,201W06475,0.01,0.0,3,0.0,0.0,0.01,0.01,0.01,0,2,0,0,58,0,0.0,0.0,0.0,-0.0,0.0,54.7591,0.0,0.01,9999.99,23.6987,0.0,0.0,0.0,0.0,5.09,0.01,OTM,0,2,0,0.0,0.0,0,0.0,202506_call,2025-06-05,19:28:20
472.5,3528.69,201W06472,0.01,0.0,3,0.0,0.0,0.0,0.01,0.01,0,0,0,0,7,0,0.0,0.0,0.0,-0.0,0.0,53.6275,0.0,0.01,9999.99,23.6987,0.0,0.0,0.0,0.0,5.06,0.01,OTM,0,0,0,0.0,0.0,0,0.0,202506_call,2025-06-05,19:28:20
470.0,3510.02,201W06470,0.01,0.0,3,0.0,0.0,0.01,0.01,0.01,0,1,0,0,337,0,0.0,0.0,0.0,-0.0,0.0,52.4877,0.0,0.01,9999.99,23.6987,0.0,0.0,0.0,0.0,5.03,0.01,OTM,0,76,0,0.0,0.0,0,0.0,202506_call,2025-06-05,19:28:20
467.5,3491.35,201W06467,0.01,0.0,3,0.0,0.0,0.0,0.01,0.01,0,0,0,0,34,0,0.0,0.0,0.0,-0.0,0.0,51.3393,0.0,0.01,9999.99,23.6987,0.0,0.0,0.0,0.0,5.05,0.01,OTM,0,0,0,0.0,0.0,0,0.0,202506_call,2025-06-05,19:28:20
465.0,3472.68,201W06465,0.01,0.0,3,0.0,0.0,0.0,0.01,0.01,0,0,0,0,101,0,0.0,0.0,0.0,-0.0,0.0,50.1823,0.0,0.01,9999.99,23.6987,0.0,0.0,0.0,0.0,5.07,0.01,OTM,0,0,0,0.0,0.0,0,0.0,202506_call,2025-06-05,19:28:20
462.5,3454.01,201W06462,0.01,0.0,3,0.0,0.0,0.01,0.01,0.01,0,1,0,0,36,0,0.0,0.0,0.0,-0.0,0.0,49.0164,0.0,0.01,9999.99,23.6987,0.0,0.0,0.0,0.0,5.09,0.01,OTM,0,1,0,0.0,0.0,0,0.0,202506_call,2025-06-05,19:28:20
460.0,3435.34,201W06460,0.01,0.0,3,0.0,0.0,0.01,0.01,0.01,2,10,0,5,103,-2,0.0,0.0,0.0,-0.0,0.0,47.8415,0.0,0.01,9999.99,23.6987,0.0,0.01,0.01,0.01,5.17,0.01,OTM,-2,10,0,0.0,0.0,0,0.0,202506_call,2025-06-05,19:28:20
457.5,3416.67,201W06457,0.01,0.0,3,0.0,0.0,0.01,0.01,0.01,3,4,0,8,204,-3,0.0,0.0,0.0,-0.0,0.0,46.6573,0.0,0.01,9999.99,23.6987,0.0,0.01,0.01,0.01,5.15,0.01,OTM,-3,4,0,0.0,0.0,0,0.0,202506_call,2025-06-05,19:28:20
455.0,3398.0,201W06455,0.01,0.0,3,0.0,0.0,0.01,0.01,0.01,4,4,0,10,233,1,0.0,0.0,0.0,-0.0,0.0,45.4638,0.0,0.01,9999.99,23.6987,0.0,0.01,0.01,0.01,5.21,0.01,OTM,1,4,0,0.0,0.0,0,0.0,202506_call,2025-06-05,19:28:20
452.5,3379.33,201W06452,0.01,0.0,3,0.0,0.0,0.01,0.01,0.01,13,1,0,33,331,-5,0.0,0.0,0.0,-0.0,0.0,44.2606,0.0,0.01,9999.99,23.6987,0.0,0.01,0.01,0.01,5.27,0.01,OTM,-3,1,0,0.0,0.0,0,0.0,202506_call,2025-06-05,19:28:20
450.0,3360.66,201W06450,0.01,0.0,3,0.0,0.0,0.01,0.01,0.01,129,5,0,323,778,-30,0.0,0.0,0.0,-0.0,0.0,43.0475,0.0,0.01,9999.99,23.6987,0.0,0.01,0.01,0.01,5.16,0.01,OTM,1,7,0,0.0,0.0,0,0.0,202506_call,2025-06-05,19:28:20
