acpr,unch_prpr,optn_shrn_iscd,optn_prpr,optn_prdy_vrss,prdy_vrss_sign,optn_prdy_ctrt,optn_bidp,optn_askp,tmvl_val,nmix_sdpr,acml_vol,seln_rsqn,shnu_rsqn,acml_tr_pbmn,hts_otst_stpl_qty,otst_stpl_qty_icdc,delta_val,gama,vega,theta,rho,hts_ints_vltl,invl_val,esdg,dprt,hist_vltl,hts_thpr,optn_oprc,optn_hgpr,optn_lwpr,optn_mxpr,optn_llam,atm_cls_name,rgbf_vrss_icdc,total_askp_rsqn,total_bidp_rsqn,futs_antc_cnpr,futs_antc_cntg_vrss,antc_cntg_vrss_sign,antc_cntg_prdy_ctrt,code,trade_date,collection_time
365.0,2725.87,201W07365,16.4,4.35,2,36.1,14.1,40.9,4.86,12.05,90,2,6,361638,2333,-22,0.6748,0.0131,0.4185,-0.1581,0.2262,21.2947,11.54,-1.0,-5.75,23.6987,17.4,13.65,19.0,13.45,41.25,0.01,ITM,5,3,28,0.0,0.0,0,0.0,202507_call,2025-06-05,19:28:20
362.5,2707.2,201W07362,18.15,4.7,2,34.94,0.28,43.25,4.11,13.45,43,6,14,207825,1628,-8,0.7077,0.0125,0.3994,-0.1524,0.2365,21.4009,14.04,-0.91,-4.77,23.6987,19.06,15.3,20.95,14.9,43.3,0.01,ITM,1,6,45,0.0,0.0,0,0.0,202507_call,2025-06-05,19:28:20
360.0,2688.53,201W07360,20.15,5.1,2,33.89,0.22,29.8,3.61,15.05,47,2,10,241263,2473,-10,0.7393,0.0118,0.3776,-0.1457,0.2462,21.9601,16.54,-0.65,-3.12,23.6987,20.8,16.9,23.0,16.9,45.7,0.01,ITM,1,3,29,0.0,0.0,0,0.0,202507_call,2025-06-05,19:28:20
357.5,2669.86,201W07357,22.1,5.2,2,30.77,5.08,47.65,3.06,16.9,20,6,1,107788,121,7,0.7691,0.011,0.3537,-0.1383,0.2552,22.2061,19.04,-0.52,-2.3,23.6987,22.62,18.95,24.4,18.95,47.7,0.01,ITM,0,6,14,0.0,0.0,0,0.0,202507_call,2025-06-05,19:28:20
355.0,2651.19,201W07355,24.25,5.6,2,30.03,18.45,26.5,2.71,18.65,44,1,1,271363,161,-5,0.7972,0.0102,0.3282,-0.1302,0.2635,22.8735,21.54,-0.27,-1.1,23.6987,24.52,21.15,27.5,21.15,49.95,0.01,ITM,-1,11,49,0.0,0.0,0,0.0,202507_call,2025-06-05,19:28:20
352.5,2632.52,201W07352,26.95,6.3,2,30.51,0.25,52.2,2.91,20.65,26,6,5,179000,1098,2,0.8233,0.0094,0.3015,-0.1217,0.271,25.1962,24.04,0.46,1.74,23.6987,26.49,27.95,29.25,26.95,52.25,0.01,ITM,-1,6,30,0.0,0.0,0,0.0,202507_call,2025-06-05,19:28:20
350.0,2613.85,201W07350,28.0,5.25,2,23.08,26.1,30.6,1.46,22.75,61,1,2,455375,1028,-21,0.8473,0.0086,0.2743,-0.113,0.2777,21.7001,26.54,-0.52,-1.82,23.6987,28.52,24.85,31.25,24.85,54.55,0.01,ITM,1,7,10,0.0,0.0,0,0.0,202507_call,2025-06-05,19:28:20
347.5,2595.18,201W07347,30.7,6.35,2,26.08,0.18,57.1,1.66,24.35,34,6,5,282025,746,-30,0.8692,0.0077,0.247,-0.1042,0.2835,24.0101,29.04,0.08,0.26,23.6987,30.62,33.8,33.8,30.0,57.15,0.01,ITM,0,6,35,0.0,0.0,0,0.0,202507_call,2025-06-05,19:28:20
345.0,2576.51,201W07345,33.15,6.05,2,22.32,0.28,35.9,1.61,27.1,6,2,5,47613,773,4,0.889,0.0069,0.2201,-0.0954,0.2886,25.319,31.54,0.37,1.13,23.6987,32.78,29.5,33.15,29.5,58.5,0.08,ITM,0,2,41,0.0,0.0,0,0.0,202507_call,2025-06-05,19:28:20
342.5,2557.83,201W07342,34.0,4.85,2,16.64,19.1,61.65,-0.04,29.15,6,6,2,54300,271,-1,0.9066,0.0061,0.194,-0.0869,0.2928,16.7721,34.04,-0.98,-2.8,23.6987,34.98,37.9,37.9,33.8,61.7,0.41,ITM,0,6,3,0.0,0.0,0,0.0,202507_call,2025-06-05,19:28:20
340.0,2539.16,201W07340,36.5,5.4,2,17.36,35.65,64.25,-0.04,31.1,5,6,2,47225,49,-2,0.9222,0.0053,0.1692,-0.0788,0.2963,17.9235,36.54,-0.73,-1.96,23.6987,37.23,35.95,40.4,35.95,64.3,1.3,ITM,-1,6,16,0.0,0.0,0,0.0,202507_call,2025-06-05,19:28:20
337.5,2520.49,201W07337,33.0,0.0,3,0.0,2.93,66.25,-6.04,33.0,0,6,6,0,28,0,0.9358,0.0046,0.146,-0.0711,0.299,0.0,39.04,-6.52,-16.5,23.6987,39.52,0.0,0.0,0.0,66.3,2.92,ITM,0,6,6,0.0,0.0,0,0.0,202507_call,2025-06-05,19:28:20
335.0,2501.82,201W07335,36.2,0.0,3,0.0,6.02,68.4,-5.34,36.2,0,6,2,0,1454,0,0.9476,0.0039,0.1245,-0.064,0.301,0.0,41.54,-5.65,-13.5,23.6987,41.85,0.0,0.0,0.0,68.45,5.1,ITM,0,6,8,0.0,0.0,0,0.0,202507_call,2025-06-05,19:28:20
332.5,2483.15,201W07332,38.4,0.0,3,0.0,7.54,70.55,-5.64,38.4,0,6,6,0,18,0,0.9576,0.0033,0.105,-0.0575,0.3023,0.0,44.04,-5.81,-13.14,23.6987,44.21,0.0,0.0,0.0,70.6,7.53,ITM,0,6,6,0.0,0.0,0,0.0,202507_call,2025-06-05,19:28:20
