frgn_seln_vol,frgn_shnu_vol,frgn_ntby_qty,frgn_seln_tr_pbmn,frgn_shnu_tr_pbmn,frgn_ntby_tr_pbmn,orgn_seln_vol,orgn_shnu_vol,orgn_ntby_qty,orgn_seln_tr_pbmn,orgn_shnu_tr_pbmn,orgn_ntby_tr_pbmn,code,trade_date,collection_time
392538,390894,-1644,139276,133642,-5634,26460,28651,2191,5993,11157,5164,putoptions,2025-06-05,16:41:30
