frgn_seln_vol,frgn_shnu_vol,frgn_ntby_qty,frgn_seln_tr_pbmn,frgn_shnu_tr_pbmn,frgn_ntby_tr_pbmn,orgn_seln_vol,orgn_shnu_vol,orgn_ntby_qty,orgn_seln_tr_pbmn,orgn_shnu_tr_pbmn,orgn_ntby_tr_pbmn,code,trade_date,collection_time
226695,225673,-1022,21333505,21240445,-93060,43549,39412,-4137,4099057,3708932,-390125,kospi200,2025-06-05,19:28:20
226695,225673,-1022,21333505,21240445,-93060,43549,39412,-4137,4099057,3708932,-390125,kospi200,2025-06-05,19:38:08
226695,225673,-1022,21333505,21240445,-93060,43549,39412,-4137,4099057,3708932,-390125,kospi200,2025-06-05,20:19:48
226695,225673,-1022,21333505,21240445,-93060,43549,39412,-4137,4099057,3708932,-390125,kospi200,2025-06-05,20:26:04
